Handle,Title,"Body (HTML)",Vendor,"Product Category",Type,Tags,Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Qty","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Variant Image"
mithra-warmup-pant-32-gray,"Mithra Warmup Pant-32-Gray",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,34,Color,Green,,,MP06-34-Green,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp06-gray_main.jpg,
mithra-warmup-pant-32-gray,"Mithra Warmup Pant-32-Gray",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,34,Color,Orange,,,MP06-34-Orange,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp06-gray_main.jpg,
mithra-warmup-pant-32-gray,"Mithra Warmup Pant-32-Gray",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,36,Color,Gray,,,MP06-36-Gray,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp06-gray_main.jpg,
mithra-warmup-pant-32-gray,"Mithra Warmup Pant-32-Gray",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,36,Color,Green,,,MP06-36-Green,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp06-gray_main.jpg,
mithra-warmup-pant-32-gray,"Mithra Warmup Pant-32-Gray",,,"Clothing,Eco Friendly,Pants",,,TRUE,Size,36,Color,Orange,,,MP06-36-Orange,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp06-gray_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,32,Color,Black,,,MP07-32-Black,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,32,Color,Blue,,,MP07-32-Blue,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,32,Color,Purple,,,MP07-32-Purple,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,33,Color,Black,,,MP07-33-Black,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,33,Color,Blue,,,MP07-33-Blue,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,33,Color,Purple,,,MP07-33-Purple,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,34,Color,Black,,,MP07-34-Black,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,34,Color,Blue,,,MP07-34-Blue,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,34,Color,Purple,,,MP07-34-Purple,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,36,Color,Black,,,MP07-36-Black,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,36,Color,Blue,,,MP07-36-Blue,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
thorpe-track-pant,"Thorpe Track Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,36,Color,Purple,,,MP07-36-Purple,0,100,68.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp07-black_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,32,Color,Blue,,,MP08-32-Blue,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,32,Color,Green,,,MP08-32-Green,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,32,Color,Red,,,MP08-32-Red,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,33,Color,Blue,,,MP08-33-Blue,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,33,Color,Green,,,MP08-33-Green,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,33,Color,Red,,,MP08-33-Red,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,34,Color,Blue,,,MP08-34-Blue,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,34,Color,Green,,,MP08-34-Green,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,34,Color,Red,,,MP08-34-Red,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,36,Color,Blue,,,MP08-36-Blue,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,36,Color,Green,,,MP08-36-Green,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
zeppelin-yoga-pant,"Zeppelin Yoga Pant",,,"Clothing,New Luma Yoga Collection,Pants",,,TRUE,Size,36,Color,Red,,,MP08-36-Red,0,100,82.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp08-blue_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,32,Color,Black,,,MP09-32-Black,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,32,Color,Blue,,,MP09-32-Blue,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,32,Color,Red,,,MP09-32-Red,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,33,Color,Black,,,MP09-33-Black,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,33,Color,Blue,,,MP09-33-Blue,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,33,Color,Red,,,MP09-33-Red,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,34,Color,Black,,,MP09-34-Black,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,34,Color,Blue,,,MP09-34-Blue,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,34,Color,Red,,,MP09-34-Red,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,36,Color,Black,,,MP09-36-Black,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight,"Livingston All-Purpose Tight",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,36,Color,Blue,,,MP09-36-Blue,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-black_main.jpg,
livingston-all-purpose-tight-36-red,"Livingston All-Purpose Tight-36-Red",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Pants",,,TRUE,Size,36,Color,Red,,,MP09-36-Red,0,100,75.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp09-red_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,32,Color,Black,,,MP10-32-Black,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,32,Color,Blue,,,MP10-32-Blue,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,32,Color,Green,,,MP10-32-Green,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,33,Color,Black,,,MP10-33-Black,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,33,Color,Blue,,,MP10-33-Blue,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,33,Color,Green,,,MP10-33-Green,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,34,Color,Black,,,MP10-34-Black,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,34,Color,Blue,,,MP10-34-Blue,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,34,Color,Green,,,MP10-34-Green,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,36,Color,Black,,,MP10-36-Black,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,36,Color,Blue,,,MP10-36-Blue,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
orestes-yoga-pant,"Orestes Yoga Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,36,Color,Green,,,MP10-36-Green,0,100,66.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp10-black_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,32,Color,Blue,,,MP11-32-Blue,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,32,Color,Brown,,,MP11-32-Brown,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,32,Color,Green,,,MP11-32-Green,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,33,Color,Blue,,,MP11-33-Blue,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,33,Color,Brown,,,MP11-33-Brown,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,33,Color,Green,,,MP11-33-Green,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,34,Color,Blue,,,MP11-34-Blue,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,34,Color,Brown,,,MP11-34-Brown,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,34,Color,Green,,,MP11-34-Green,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,36,Color,Blue,,,MP11-36-Blue,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,36,Color,Brown,,,MP11-36-Brown,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
aether-gym-pant,"Aether Gym Pant",,,"Clothing,Erin Recommends,Pants",,,TRUE,Size,36,Color,Green,,,MP11-36-Green,0,100,74.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp11-blue_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,32,Color,Black,,,MP12-32-Black,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,32,Color,Blue,,,MP12-32-Blue,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,32,Color,Red,,,MP12-32-Red,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,33,Color,Black,,,MP12-33-Black,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,33,Color,Blue,,,MP12-33-Blue,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,33,Color,Red,,,MP12-33-Red,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,34,Color,Black,,,MP12-34-Black,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,34,Color,Blue,,,MP12-34-Blue,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,34,Color,Red,,,MP12-34-Red,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,36,Color,Black,,,MP12-36-Black,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,36,Color,Blue,,,MP12-36-Blue,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
cronus-yoga-pant,"Cronus Yoga Pant",,,"Clothing,Pants",,,TRUE,Size,36,Color,Red,,,MP12-36-Red,0,100,48.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mp12-black_main.jpg,
aero-daily-fitness-tee,"Aero Daily Fitness Tee",,,Tees,,,TRUE,Size,L,Color,Black,,,MS01-L-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee,"Aero Daily Fitness Tee",,,Tees,,,TRUE,Size,L,Color,Brown,,,MS01-L-Brown,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee,"Aero Daily Fitness Tee",,,Tees,,,TRUE,Size,L,Color,Yellow,,,MS01-L-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee,"Aero Daily Fitness Tee",,,Tees,,,TRUE,Size,M,Color,Black,,,MS01-M-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee,"Aero Daily Fitness Tee",,,Tees,,,TRUE,Size,M,Color,Brown,,,MS01-M-Brown,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee,"Aero Daily Fitness Tee",,,Tees,,,TRUE,Size,M,Color,Yellow,,,MS01-M-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee,"Aero Daily Fitness Tee",,,Tees,,,TRUE,Size,S,Color,Black,,,MS01-S-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee,"Aero Daily Fitness Tee",,,Tees,,,TRUE,Size,S,Color,Brown,,,MS01-S-Brown,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee,"Aero Daily Fitness Tee",,,Tees,,,TRUE,Size,S,Color,Yellow,,,MS01-S-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee-xl-black,"Aero Daily Fitness Tee-XL-Black",,,Tees,,,TRUE,Size,XL,Color,Black,,,MS01-XL-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee-xl-black,"Aero Daily Fitness Tee-XL-Black",,,Tees,,,TRUE,Size,XL,Color,Brown,,,MS01-XL-Brown,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee-xl-black,"Aero Daily Fitness Tee-XL-Black",,,Tees,,,TRUE,Size,XL,Color,Yellow,,,MS01-XL-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee-xl-black,"Aero Daily Fitness Tee-XL-Black",,,Tees,,,TRUE,Size,XS,Color,Black,,,MS01-XS-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee-xl-black,"Aero Daily Fitness Tee-XL-Black",,,Tees,,,TRUE,Size,XS,Color,Brown,,,MS01-XS-Brown,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
aero-daily-fitness-tee-xl-black,"Aero Daily Fitness Tee-XL-Black",,,Tees,,,TRUE,Size,XS,Color,Yellow,,,MS01-XS-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms01-black_main.jpg,
ryker-lumatech-trade-tee-v-neck,"Ryker LumaTech&trade; Tee (V-neck)",,,Tees,,,TRUE,Size,L,Color,Black,,,MS02-L-Black,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms02-black_main.jpg,
ryker-lumatech-trade-tee-v-neck,"Ryker LumaTech&trade; Tee (V-neck)",,,Tees,,,TRUE,Size,L,Color,Blue,,,MS02-L-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ms02-black_main.jpg,
